1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
8220, forest, regions_unexplored:orchard, MONSTER, alexsmobs:farseer, 30, 1, 1
8221, forest, regions_unexplored:orchard, MONSTER, alexsmobs:murmur, 5, 1, 1
8222, forest, regions_unexplored:orchard, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
8223, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
8224, forest, regions_unexplored:orchard, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
8225, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
8226, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
8227, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
8228, forest, regions_unexplored:orchard, MONSTER, enemyexpansion:errant, 30, 1, 2
8229, forest, regions_unexplored:orchard, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
8230, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
8231, forest, regions_unexplored:orchard, MONSTER, enemyexpansion:gallant, 25, 1, 1
8232, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
8233, forest, regions_unexplored:orchard, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
8234, forest, regions_unexplored:orchard, MONSTER, enemyexpansion:goblin, 35, 1, 3
8235, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
8236, forest, regions_unexplored:orchard, CREATURE, minecraft:pig, 10, 4, 4
8237, forest, regions_unexplored:orchard, CREATURE, minecraft:chicken, 10, 4, 4
8238, forest, regions_unexplored:orchard, CREATURE, minecraft:rabbit, 8, 4, 4
8239, forest, regions_unexplored:orchard, CREATURE, minecraft:pig, 5, 1, 2
8240, forest, regions_unexplored:orchard, CREATURE, minecraft:pig, 15, 1, 1
8241, forest, regions_unexplored:orchard, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
8242, forest, regions_unexplored:orchard, CREATURE, earthmobsmod:hyper_rabbit, 5, 3, 4
8243, forest, regions_unexplored:orchard, CREATURE, earthmobsmod:jumbo_rabbit, 5, 3, 4
8244, forest, regions_unexplored:orchard, CREATURE, enemyexpansion:flutterfly, 5, 1, 2
8245, forest, regions_unexplored:orchard, CREATURE, environmental:deer, 16, 4, 4
8246, forest, regions_unexplored:orchard, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
8247, forest, regions_unexplored:orchard, CREATURE, alexsmobs:raccoon, 10, 2, 4
8248, forest, regions_unexplored:orchard, CREATURE, alexsmobs:crow, 10, 3, 5
8249, forest, regions_unexplored:orchard, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
8250, forest, regions_unexplored:orchard, CREATURE, alexsmobs:skunk, 7, 1, 2
8251, forest, regions_unexplored:orchard, CREATURE, alexsmobs:blue_jay, 16, 2, 4
8252, forest, regions_unexplored:orchard, CREATURE, minecraft:pig, 25, 1, 4
8253, forest, regions_unexplored:orchard, AMBIENT, minecraft:bat, 5, 8, 8
8254, forest, regions_unexplored:orchard, AMBIENT, alexsmobs:fly, 3, 1, 1
8255, forest, regions_unexplored:orchard, AMBIENT, alexsmobs:cockroach, 4, 5, 5
8256, forest, regions_unexplored:orchard, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
8257, forest, regions_unexplored:orchard, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
8258, forest, regions_unexplored:orchard, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
8259, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
8260, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
8261, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
8262, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
8263, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
8264, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
8265, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
8266, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8267, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
8268, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
8269, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
8270, forest, regions_unexplored:orchard, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
8271, forest, regions_unexplored:orchard, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
8272, forest, regions_unexplored:orchard, rascals, friendsandfoes:rascal, 5, 1, 1
8273, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:spider, 70, 4, 4
8274, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:zombie, 70, 4, 4
8275, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
8276, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:skeleton, 70, 4, 4
8277, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:creeper, 70, 4, 4
8278, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:slime, 50, 4, 4
8279, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:enderman, 15, 1, 4
8280, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
8281, forest, regions_unexplored:silver_birch_forest, MONSTER, rottencreatures:undead_miner, 25, 1, 4
8282, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:rancher, 30, 1, 2
8283, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:frigid, 65, 1, 2
8284, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
8285, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
8286, forest, regions_unexplored:silver_birch_forest, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
8287, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
8288, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
8289, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
8290, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
8291, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
8292, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
8293, forest, regions_unexplored:silver_birch_forest, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
8294, forest, regions_unexplored:silver_birch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 3, 4
8295, forest, regions_unexplored:silver_birch_forest, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
8296, forest, regions_unexplored:silver_birch_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
8297, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
8298, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
8299, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:sucker, 7, 2, 3
8300, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
8301, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:illusioner, 15, 1, 1
8302, forest, regions_unexplored:silver_birch_forest, MONSTER, majruszsdifficulty:tank, 3, 1, 1
8303, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:meature, 3, 1, 4
8304, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
8305, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
8306, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
8307, forest, regions_unexplored:silver_birch_forest, MONSTER, quark:stoneling, 70, 1, 1
8308, forest, regions_unexplored:silver_birch_forest, MONSTER, quark:toretoise, 40, 2, 4
8309, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
8310, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thehunter, 6, 2, 4
8311, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:bomber, 7, 1, 2
8312, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thegliter, 20, 2, 4
8313, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
8314, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
8315, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thebidy, 1, 3, 4
8316, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
8317, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:ghoul, 25, 1, 1
8318, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:theheavy, 1, 1, 1
8319, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
8320, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
8321, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:gabble, 15, 1, 1
8322, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thespitter, 7, 1, 1
8323, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:crawler, 35, 1, 1
8324, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
8325, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
8326, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thewolf, 4, 1, 2
8327, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:silverking, 30, 1, 1
8328, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
8329, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:petriman, 35, 1, 3
8330, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:spectre, 50, 1, 1
8331, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
8332, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
8333, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:sprinter, 25, 1, 1
8334, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
8335, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:equestrian, 15, 1, 1
8336, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:vampire, 13, 1, 1
8337, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:theordure, 4, 1, 1
8338, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:senior, 18, 1, 1
8339, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
8340, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:slugger, 20, 1, 1
8341, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
8342, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:tarantula, 40, 1, 1
8343, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
8344, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
8345, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:slaveman, 1, 1, 1
8346, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:caster, 10, 1, 1
8347, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
8348, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
8349, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
8350, forest, regions_unexplored:silver_birch_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
8351, forest, regions_unexplored:silver_birch_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
8352, forest, regions_unexplored:silver_birch_forest, MONSTER, alexsmobs:murmur, 5, 1, 1
8353, forest, regions_unexplored:silver_birch_forest, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
8354, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
8355, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
8356, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
8357, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
8358, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
8359, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:errant, 30, 1, 2
8360, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
8361, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
8362, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:gallant, 25, 1, 1
8363, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
8364, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
8365, forest, regions_unexplored:silver_birch_forest, MONSTER, enemyexpansion:goblin, 35, 1, 3
8366, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
8367, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
8368, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
8369, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:wolf, 5, 4, 4
8370, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:pig, 5, 1, 2
8371, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:pig, 15, 1, 1
8372, forest, regions_unexplored:silver_birch_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
8373, forest, regions_unexplored:silver_birch_forest, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
8374, forest, regions_unexplored:silver_birch_forest, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
8375, forest, regions_unexplored:silver_birch_forest, CREATURE, earthmobsmod:hyper_rabbit, 5, 3, 4
8376, forest, regions_unexplored:silver_birch_forest, CREATURE, earthmobsmod:jumbo_rabbit, 5, 3, 4
8377, forest, regions_unexplored:silver_birch_forest, CREATURE, enemyexpansion:flutterfly, 5, 1, 2
8378, forest, regions_unexplored:silver_birch_forest, CREATURE, enemyexpansion:boar, 15, 1, 3
8379, forest, regions_unexplored:silver_birch_forest, CREATURE, environmental:deer, 16, 4, 4
8380, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
8381, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
8382, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
8383, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
8384, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:pig, 25, 1, 4
8385, forest, regions_unexplored:silver_birch_forest, AMBIENT, minecraft:bat, 5, 8, 8
8386, forest, regions_unexplored:silver_birch_forest, AMBIENT, alexsmobs:fly, 3, 1, 1
8387, forest, regions_unexplored:silver_birch_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
8388, forest, regions_unexplored:silver_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
8389, forest, regions_unexplored:silver_birch_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
8390, forest, regions_unexplored:silver_birch_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
8391, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
8392, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
8393, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
8394, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
8395, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
8396, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
8397, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
8398, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8399, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
8400, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
8401, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
8402, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
8403, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
8404, forest, regions_unexplored:silver_birch_forest, rascals, friendsandfoes:rascal, 5, 1, 1
8405, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:spider, 70, 4, 4
8406, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:zombie, 70, 4, 4
8407, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
8408, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:skeleton, 70, 4, 4
8409, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:creeper, 70, 4, 4
8410, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:slime, 50, 4, 4
8411, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:enderman, 15, 1, 4
8412, forest, regions_unexplored:temperate_grove, MONSTER, minecraft:witch, 5, 1, 1
8413, forest, regions_unexplored:temperate_grove, MONSTER, rottencreatures:undead_miner, 25, 1, 4
8414, forest, regions_unexplored:temperate_grove, MONSTER, enemyexpansion:rancher, 30, 1, 2
8415, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
8416, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
8417, forest, regions_unexplored:temperate_grove, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
8418, forest, regions_unexplored:temperate_grove, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
8419, forest, regions_unexplored:temperate_grove, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
8420, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
8421, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
8422, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
8423, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
8424, forest, regions_unexplored:temperate_grove, MONSTER, earthmobsmod:lobber_zombie, 20, 3, 4
8425, forest, regions_unexplored:temperate_grove, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
8426, forest, regions_unexplored:temperate_grove, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
8427, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
8428, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
