* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, deep_aether:aerglow_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
2851, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:slime, 70, 4, 4
2852, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:enderman, 5, 1, 4
2853, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:witch, 5, 1, 1
2854, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:husk, 65, 4, 4
2855, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2856, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:farseer, 30, 1, 1
2857, savanna, regions_unexplored:baobab_savanna, MONSTER, alexsmobs:murmur, 5, 1, 1
2858, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
2859, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
2860, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2861, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
2862, savanna, regions_unexplored:baobab_savanna, MONSTER, quark:stoneling, 60, 1, 1
2863, savanna, regions_unexplored:baobab_savanna, MONSTER, quark:toretoise, 65, 2, 4
2864, savanna, regions_unexplored:baobab_savanna, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
2865, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
2866, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:bomber, 7, 1, 2
2867, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2868, savanna, regions_unexplored:baobab_savanna, MONSTER, creeperoverhaul:cave_creeper, 65, 2, 2
2869, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
2870, savanna, regions_unexplored:baobab_savanna, MONSTER, bypowderandsteel:cowbones_buckaroo, 40, 2, 4
2871, savanna, regions_unexplored:baobab_savanna, MONSTER, bypowderandsteel:cowbones_pistolero, 40, 2, 4
2872, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:crawler, 0, 1, 1
2873, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
2874, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
2875, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
2876, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2877, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:direwolf, 25, 1, 4
2878, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
2879, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
2880, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:equestrian, 15, 1, 1
2881, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
2882, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:faller, 0, 1, 2
2883, savanna, regions_unexplored:baobab_savanna, MONSTER, luminous_monsters:hollow, 65, 1, 3
2884, savanna, regions_unexplored:baobab_savanna, MONSTER, earthtojavamobs:tropical_slime, 10, 2, 4
2885, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
2886, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
2887, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
2888, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:meature, 8, 1, 4
2889, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
2890, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:harpy, 20, 1, 2
2891, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:black_slime, 25, 1, 3
2892, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:blue_slime, 50, 1, 3
2893, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:cave_bat, 40, 1, 2
2894, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:giant_shelly, 30, 1, 1
2895, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:giant_worm, 25, 1, 1
2896, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
2897, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:green_slime, 50, 1, 3
2898, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:nymph, 5, 1, 1
2899, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:pink_slime, 5, 1, 1
2900, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:purple_slime, 50, 1, 3
2901, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:red_slime, 50, 1, 3
2902, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:yellow_slime, 50, 1, 3
2903, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:demon_eye, 50, 1, 2
2904, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:flying_fish, 38, 1, 2
2905, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
2906, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
2907, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:big_bones, 40, 1, 2
2908, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:short_bones, 40, 1, 2
2909, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:anger_bones, 40, 1, 2
2910, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
2911, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:cursed_skull, 15, 1, 1
2912, savanna, regions_unexplored:baobab_savanna, MONSTER, terra_entity:dark_caster, 20, 1, 1
2913, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
2914, savanna, regions_unexplored:baobab_savanna, MONSTER, mowziesmobs:umvuthana_raptor, 5, 1, 1
2915, savanna, regions_unexplored:baobab_savanna, MONSTER, mowziesmobs:grottol, 2, 1, 1
2916, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
2917, savanna, regions_unexplored:baobab_savanna, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
2918, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
2919, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
2920, savanna, regions_unexplored:baobab_savanna, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2921, savanna, regions_unexplored:baobab_savanna, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2922, savanna, regions_unexplored:baobab_savanna, MONSTER, majruszsdifficulty:tank, 3, 1, 1
2923, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
2924, savanna, regions_unexplored:baobab_savanna, MONSTER, luminous_beasts:rare_yeti, 2, 1, 1
2925, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
2926, savanna, regions_unexplored:baobab_savanna, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
2927, savanna, regions_unexplored:baobab_savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
2928, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:scorpion, 40, 1, 2
2929, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
2930, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
2931, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2932, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2933, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:slaveman, 0, 1, 1
2934, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:slugger, 20, 1, 1
2935, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
2936, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2937, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
2938, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:sprinter, 25, 1, 1
2939, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:starved, 40, 1, 3
2940, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:sucker, 0, 2, 3
2941, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
2942, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2943, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
2944, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
2945, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thebidy, 0, 3, 4
2946, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thegliter, 0, 2, 4
2947, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:theheavy, 0, 1, 1
2948, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
2949, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
2950, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thehunter, 5, 2, 4
2951, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:theordure, 0, 1, 1
2952, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
2953, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:therod, 0, 1, 2
2954, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
2955, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
2956, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
2957, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thespectre, 5, 1, 2
2958, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thespitter, 0, 1, 1
2959, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
2960, savanna, regions_unexplored:baobab_savanna, MONSTER, undead_revamp2:thewolf, 0, 1, 2
2961, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:troll, 8, 1, 1
2962, savanna, regions_unexplored:baobab_savanna, MONSTER, enemyexpansion:vampflyer, 10, 1, 1
2963, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
2964, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
2965, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2966, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
2967, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:rabbit, 4, 2, 3
2968, savanna, regions_unexplored:baobab_savanna, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
2969, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
2970, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
2971, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
2972, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
2973, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
2974, savanna, regions_unexplored:baobab_savanna, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
2975, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 40, 1, 2
2976, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:amber_chicken, 10, 2, 4
2977, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:gold_crested_chicken, 10, 2, 4
2978, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:cream_cow, 8, 2, 4
2979, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:piebald_pig, 10, 2, 4
2980, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:sooty_pig, 10, 2, 4
2981, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:freckled_rabbit, 4, 2, 4
2982, savanna, regions_unexplored:baobab_savanna, CREATURE, earthtojavamobs:long_nosed_sheep, 12, 2, 4
2983, savanna, regions_unexplored:baobab_savanna, CREATURE, terra_entity:bunny, 0, 1, 1
2984, savanna, regions_unexplored:baobab_savanna, CREATURE, terra_entity:squirrel, 0, 1, 1
2985, savanna, regions_unexplored:baobab_savanna, CREATURE, terra_entity:duck, 0, 1, 1
2986, savanna, regions_unexplored:baobab_savanna, CREATURE, terra_entity:bird, 0, 1, 1
2987, savanna, regions_unexplored:baobab_savanna, CREATURE, terra_entity:blue_jay, 0, 1, 1
2988, savanna, regions_unexplored:baobab_savanna, CREATURE, terra_entity:cardinal, 0, 1, 1
2989, savanna, regions_unexplored:baobab_savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
2990, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 5, 1, 1
2991, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 5, 1, 1
2992, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 5, 1, 1
2993, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 70, 1, 3
2994, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 70, 1, 3
2995, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 30, 1, 1
2996, savanna, regions_unexplored:baobab_savanna, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
2997, savanna, regions_unexplored:baobab_savanna, CREATURE, minecraft:pig, 15, 1, 1
2998, savanna, regions_unexplored:baobab_savanna, AMBIENT, minecraft:bat, 10, 8, 8
2999, savanna, regions_unexplored:baobab_savanna, AMBIENT, alexsmobs:fly, 1, 2, 3
3000, savanna, regions_unexplored:baobab_savanna, AMBIENT, alexsmobs:cockroach, 4, 5, 5
3001, savanna, regions_unexplored:baobab_savanna, AXOLOTLS, terra_entity:traveling_merchant, 0, 1, 1
3002, savanna, regions_unexplored:baobab_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3003, savanna, regions_unexplored:baobab_savanna, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
3004, savanna, regions_unexplored:baobab_savanna, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
3005, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
3006, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:bayad, 1, 1, 2
3007, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
3008, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:boulti, 1, 1, 1
3009, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
3010, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
3011, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
3012, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
3013, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
3014, savanna, regions_unexplored:baobab_savanna, WATER_AMBIENT, aquaculture:synodontis, 2, 1, 1
3015, savanna, regions_unexplored:baobab_savanna, rascals, friendsandfoes:rascal, 8, 1, 1
3016, none, regions_unexplored:barley_fields, MONSTER, minecraft:spider, 65, 3, 4
3017, none, regions_unexplored:barley_fields, MONSTER, minecraft:zombie, 65, 4, 4
3018, none, regions_unexplored:barley_fields, MONSTER, minecraft:zombie_villager, 5, 1, 1
3019, none, regions_unexplored:barley_fields, MONSTER, minecraft:skeleton, 65, 4, 4
3020, none, regions_unexplored:barley_fields, MONSTER, minecraft:creeper, 65, 4, 4
3021, none, regions_unexplored:barley_fields, MONSTER, minecraft:slime, 70, 4, 4
3022, none, regions_unexplored:barley_fields, MONSTER, minecraft:enderman, 5, 1, 4
3023, none, regions_unexplored:barley_fields, MONSTER, minecraft:witch, 5, 1, 1
3024, none, regions_unexplored:barley_fields, MONSTER, alexsmobs:centipede_head, 8, 1, 1
3025, none, regions_unexplored:barley_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
3026, none, regions_unexplored:barley_fields, MONSTER, alexsmobs:murmur, 5, 1, 1
3027, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
3028, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
3029, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
3030, none, regions_unexplored:barley_fields, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
3031, none, regions_unexplored:barley_fields, MONSTER, quark:stoneling, 60, 1, 1
3032, none, regions_unexplored:barley_fields, MONSTER, quark:toretoise, 65, 2, 4
3033, none, regions_unexplored:barley_fields, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
3034, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
3035, none, regions_unexplored:barley_fields, MONSTER, undead_revamp2:bomber, 7, 1, 2
3036, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3037, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
3038, none, regions_unexplored:barley_fields, MONSTER, enemyexpansion:crawler, 0, 1, 1
3039, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
3040, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
3041, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
3042, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3043, none, regions_unexplored:barley_fields, MONSTER, enemyexpansion:direwolf, 25, 1, 4
3044, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
3045, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
3046, none, regions_unexplored:barley_fields, MONSTER, enemyexpansion:equestrian, 15, 1, 1
3047, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
3048, none, regions_unexplored:barley_fields, MONSTER, enemyexpansion:faller, 0, 1, 2
3049, none, regions_unexplored:barley_fields, MONSTER, enemyexpansion:goblin, 30, 1, 3
3050, none, regions_unexplored:barley_fields, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
3051, none, regions_unexplored:barley_fields, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
3052, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
3053, none, regions_unexplored:barley_fields, MONSTER, enemyexpansion:meature, 8, 1, 4
3054, none, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
3055, none, regions_unexplored:barley_fields, MONSTER, terra_entity:harpy, 20, 1, 2
3056, none, regions_unexplored:barley_fields, MONSTER, terra_entity:black_slime, 25, 1, 3
3057, none, regions_unexplored:barley_fields, MONSTER, terra_entity:blue_slime, 50, 1, 3
3058, none, regions_unexplored:barley_fields, MONSTER, terra_entity:cave_bat, 40, 1, 2
3059, none, regions_unexplored:barley_fields, MONSTER, terra_entity:giant_shelly, 30, 1, 1
3060, none, regions_unexplored:barley_fields, MONSTER, terra_entity:giant_worm, 25, 1, 1
3061, none, regions_unexplored:barley_fields, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
3062, none, regions_unexplored:barley_fields, MONSTER, terra_entity:green_slime, 50, 1, 3
3063, none, regions_unexplored:barley_fields, MONSTER, terra_entity:nymph, 5, 1, 1
3064, none, regions_unexplored:barley_fields, MONSTER, terra_entity:pink_slime, 5, 1, 1
3065, none, regions_unexplored:barley_fields, MONSTER, terra_entity:purple_slime, 50, 1, 3
3066, none, regions_unexplored:barley_fields, MONSTER, terra_entity:red_slime, 50, 1, 3
3067, none, regions_unexplored:barley_fields, MONSTER, terra_entity:yellow_slime, 50, 1, 3
3068, none, regions_unexplored:barley_fields, MONSTER, terra_entity:demon_eye, 50, 1, 2
3069, none, regions_unexplored:barley_fields, MONSTER, terra_entity:flying_fish, 38, 1, 2
3070, none, regions_unexplored:barley_fields, MONSTER, terra_entity:goblin_archer, 25, 1, 2
3071, none, regions_unexplored:barley_fields, MONSTER, terra_entity:goblin_peon, 20, 1, 2
3072, none, regions_unexplored:barley_fields, MONSTER, terra_entity:goblin_warrior, 25, 1, 2
3073, none, regions_unexplored:barley_fields, MONSTER, terra_entity:goblin_thief, 20, 1, 2
3074, none, regions_unexplored:barley_fields, MONSTER, terra_entity:goblin_scout, 20, 1, 1
3075, none, regions_unexplored:barley_fields, MONSTER, terra_entity:anger_goblin, 18, 1, 1
3076, none, regions_unexplored:barley_fields, MONSTER, terra_entity:goblin_sorcerer, 18, 1, 1
3077, none, regions_unexplored:barley_fields, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
